,text,tags
40,"bán đất ngay chợ an hải bắc đường nguyễn thị định giá rẻ chỉ 6.6 tỷ. diện tích 5 x 18.2m ( 90.8m2), hướng tb đường 15m vỉa hè 5m vị trí trục đường chính của khu vực với 4 làn xe, nơi tập trung kinh doanh nhiều ngành nghề, đặc biệt gần chợ an hải bắc, gần sông hàn. phù hợp mua ở, xây văn phòng, căn hộ, kinh doanh nhiều ngành nghề. giá bán nhanh đến công chứng 6.6 tỷ tl lh call/zalo bđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd2 shophouse kđt fpt, ngũ hành sơn.","B-LOAI_BDS I-LOAI_BDS O B-DICH_VU O O O B-DUONG_KIET O O O O O O B-GIA I-GIA. O O B-CHIEU_RONG O B-CHIEU_DAI O B-GIA, O O B-DUONG_KIET O B-VIA_HE I-VIA_HE I-VIA_HE O O O B-DUONG_KIET O O O O O O O O O O O I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG, O O O B-DICH_VU O O O O B-DICH_VU O B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG. O B-LOAI_BDS O O O O B-GIA I-GIA O O O O O O O I-LOAI_BDS O O O O O O O I-TIEM_NANG O O O O O O O O O O"
41,"bán rẻ nhà 3 tầng mới đẹp 121m2 (5 x 24) mt đường 15m hồ nghinh, phước mỹ, sơn trà, tp đà nẵng. dt đất 121m2 (5 x 24m) hướng tây bắc nhà 3 tầng mới đẹp, gồm 5pn khép kín 5wc, pk bếp, nhà thiết kế hiện đại, rộng rãi đẹp, full nội thất vị trí mt đường 15m hồ nghinh, đoạn ngay ngã 4 vương thừa vũ, gần công viên biển đông, vị trí đẹp tầm 200m ra biển mỹ khê, khu biển du lịch, tuyến đường kinh doanh sầm uất giá bán đến công chứng 17,5 tỷ (có tl) lh zalo/call bđs newlands chuyên nhà đất thổ cư đà nẵng vpkd1 12 vũ văn dũng, sơn trà vpkd2 trục shophouse kđt fpt nhs","B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS B-SO_TANG I-SO_TANG O O B-DIEN_TICH O O B-CHIEU_DAI B-VI_TRI B-DUONG_KIET I-DUONG_KIET B-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI. O O B-DIEN_TICH O O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-LOAI_BDS B-SO_TANG I-SO_TANG O O O B-SO_PHONG_NGU O O B-SO_TOILET, O B-TIEN_ICH_KHAC, I-LOAI_BDS O O O O O O O B-NOI_THAT I-NOI_THAT I-NOI_THAT O O B-VI_TRI B-DUONG_KIET I-DUONG_KIET B-DIA_CHI I-DIA_CHI O O O O O O O O B-DICH_VU I-DICH_VU B-DICH_VU O O O O O B-DIEN_TICH O B-DICH_VU O O O B-DICH_VU O O O B-DUONG_KIET B-KINH_DOANH I-KINH_DOANH I-KINH_DOANH I-KINH_DOANH O B-LOAI_BDS O B-DICH_VU O O I-GIA O O O O O O O I-LOAI_BDS O O O I-DIA_CHI I-DIA_CHI O O O O O I-DIA_CHI O O O O O O O"
42,"bán nhanh lô đất đường 7.5m lề 4m bùi công trừng hòa xuân gần công viên diện tích 100m (5 x 20) hướng tây nam đường 7m5 lề 3m, gần cầu nguyễn tri phương, gần công viên và sông, gần sát đường 10m5 lê quảng chí giá bán đến công chứng 3,650 tỷ có thương lượng liên hệ zalo/call bđs newlands chuyên nhà đất thổ cư đà nẵng vpkd 12 vũ văn dũng, sơn trà vpkd2 trục shophouse kđt fpt nhs","B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS I-LOAI_BDS B-DUONG_KIET I-DUONG_KIET B-VIA_HE I-VIA_HE O B-DICH_VU O O O O B-DICH_VU I-DICH_VU O O B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA B-DUONG_KIET I-DUONG_KIET B-VIA_HE I-VIA_HE, O B-DICH_VU O O O O B-DICH_VU I-DICH_VU O B-DICH_VU, O O B-DUONG_KIET I-DUONG_KIET O O O O B-LOAI_BDS O B-DICH_VU O B-GIA I-GIA O O O O O O O O O O I-LOAI_BDS O O O O O O O O O O O O O O O O O"
43,"bán đất tặng mặt tiền đường tô hiến thành, phước mỹ, sơn trà gần bãi biển mỹ khê diện tích 79m2 (5,15 x 15,3m). hướng tây nam đường 5m5 lề 1m vị trí song song với thạch lam, giao nguyễn văn thoại, ngay trung tâm sơn trà, cách biển mỹ khê tầm 100m, khu đông dân cư, đầy đủ tiện ích, xung quanh trường học các cấp, khu phố tây với nhiều khách du lịch thích hợp mua xây nhà ở hoặc xây nhà hàng, căn hộ cho thuê, đầu tư lâu dài. * giá bán 5.8 tỷ liên hệ zalo/call bđs newlands chuyên nhà đất thổ cư đà nẵngpkd1 12 vũ văn dũngpkd2 trục shophouse fpt, ngũ hành sơn","B-LOAI_BDS I-LOAI_BDS O B-VI_TRI I-VI_TRI B-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI I-DIA_CHI O O B-DICH_VU O O O O B-DIEN_TICH B-CHIEU_RONG,1B-CHIEU_RONG O O B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA B-DIA_CHI B-CHIEU_RONGmB-CHIEU_RONG B-VIA_HE I-VIA_HE O O O O O O O O O O O O B-DIA_DIEM I-DIA_DIEM I-DIA_CHI I-DIA_CHI, O B-DICH_VU O O O B-DIEN_TICH, O B-DAN_CU I-DAN_CU I-DAN_CU, B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC I-TIEN_ICH_KHAC I-TIEN_ICH_KHAC, O O B-DICH_VU I-DICH_VU O O O O I-HUONG_NHA O O B-TIEN_ICH_KHAC O O O I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-DICH_VU I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-DICH_VU I-DICH_VU, I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG. O O B-LOAI_BDS B-CHIEU_RONG.8 I-GIA O O O O O O B-DICH_VU I-LOAI_BDS O I-DAN_CU O O O O O O O O O O O I-DIA_CHI"
44,"bán nhà 3 tầng khu đảo vip đường trung lương 12 hòa xuân đà nẵng diện tích 100m2 (5 x 20m) hướng đông nam nhà 3 tầng, gồm 3pn, 3wc, pk, sân phơi, bếp và phòng thờ, có sân oto, thiết kế hiện đại, full nội thất y hình. vị trí mt đường trung lương 12, đường 7m5, lề 3m, nằm trong khu đảo vip của kđt hòa xuân, tuyến đường gần sông, gần công viên, trường học, nhà cửa khang trang, yên bìnhgiá bán 5,7 tỷ (bán đến công chứng) liên hệ call/ zalobđs newlands chuyên nhà đất thổ cư đà nẵng pkd 1 12 vũ văn dũng, sơn trà pkd 2 trục shophouse kđt fpt nhs","B-LOAI_BDS I-LOAI_BDS B-SO_TANG I-SO_TANG O O O B-DUONG_KIET O O O O O O O O O B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-LOAI_BDS B-SO_TANG I-SO_TANG, O B-SO_PHONG_NGU, B-SO_TANGwc, B-TIEN_ICH_KHAC, B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC, B-TIEN_ICH_KHAC O B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC, O B-TIEN_ICH_KHAC I-KV_DE_XE, O O O O B-NOI_THAT I-NOI_THAT I-NOI_THAT O O O O B-VI_TRI B-DUONG_KIET O O O B-DUONG_KIET B-GIAmB-CHIEU_RONG, B-VIA_HE B-SO_TANGm, O O O O O O O O O O B-DUONG_KIET O B-DICH_VU, O B-DICH_VU I-DICH_VU, B-DICH_VU I-DICH_VU, I-LOAI_BDS O O O O O B-LOAI_BDS B-CHIEU_RONG,B-GIA I-GIA O O B-DICH_VU O O O O O O O I-LOAI_BDS O O O O O B-TIEN_ICH_KHACd O O O O O O O B-TIEN_ICH_KHACd O O O O O O"
45,"bán gấp lô đất đường 10m5 mẹ thứ, hòa xuân đoạn gần võ chí công diện tích 126,8m (5 x 24) nở hậu hướng tây bắc vị trí đường mẹ thứ đường 10m5, lề 5m, đoạn gần sát đường võ chí công, tuyến đường thông suốt, giao thông nhộn nhịp thuận lợi cho việc kinh doanh buôn bán giá bán đến cc 4,250 tỷ có bớt (giá cũ 5,5 tỷ) lh zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng vpkd1 12 vũ văn dũng, sơn trà vpkd2 trục shophouse kđt fpt nhs","B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS I-LOAI_BDS B-DUONG_KIET I-DUONG_KIET O O O O O O O O O O O B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA O O B-DUONG_KIET O O B-DUONG_KIET I-DUONG_KIET, B-VIA_HE I-VIA_HE, O O O B-DUONG_KIET O O O O B-DUONG_KIET O O O O O O B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-LOAI_BDS O B-LOAI_BDS O O B-GIA I-GIA O O O O B-GIA I-GIA) O O O O O I-LOAI_BDS O O O O O O O O O O O O O O O O O"
46,"bán lô đất đẹp mặt tiền đường 10,5m đỗ bá cách biển mỹ khê 200m, khu an thượng, mỹ an, nhs diện tích 90m2 (4.5 x 20) hướng nam vị trí mt đường 10m5 lề 5m, cách biển mỹ khê chỉ 2 phút đi bộ, khu trung tâm phố du lịch an thượng, gần lê quang đạo, nguyễn văn thoại, khu du lịch sầm uất. phù hợp đầu tư, xây khách sạn, tòa căn hộ... giá bán 16,5 tỷ có thương lượng (bán đến cc)liên hệ zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng. pkd1 12 vũ văn dũng, sơn trà. pkd2 trục shophouse kđt fpt, nhs","B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS O B-VI_TRI I-VI_TRI B-DUONG_KIET O O O O B-DICH_VU O O B-DIEN_TICH, O O O O O O O O B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA O O B-VI_TRI B-DUONG_KIET I-DUONG_KIET B-VIA_HE I-VIA_HE, O B-DICH_VU O O O O O O O O B-DIA_DIEM I-DIA_DIEM I-DIA_DIEM O O O O O O O O O O O O O O B-KINH_DOANH I-KINH_DOANH. B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-DICH_VU I-DICH_VU, B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS... O B-LOAI_BDS B-GIA I-GIA O O O O O O O O O O O I-LOAI_BDS O O O O O O O O O O O O O O O O O"
47,"rẻ nhất tuyến chào bán lô đất đẹp mt đường trần hưng đạo gần cổng chính khu biệt thự euro village, an hải tây, sơn trà diện tích đất 100m2 (5 x 20) hướng đông vị trí mặt tiền đường 15m trần hưng đạo, vỉa hè 12m, gần euro villa, gần tòa căn hộ cao cấp monarchy. khu vực kinh doanh, buôn bán sầm uất. phù hợp mua đầu tư, hoặc xây tòa căn hộ, khách sạn, văn phòng cho thuê. giá bán đến công chứng 15,5 tỷ (tl)liên hệ (zalo/call)bđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd 2 shophouse fpt, ngũ hành sơn","O O O O B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS O B-VI_TRI B-DUONG_KIET O O O O O O O B-LOAI_BDS I-LOAI_BDS O B-LOAI_BDSge, O O O O O O O I-LOAI_BDS B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA O O B-VI_TRI I-VI_TRI B-DUONG_KIET I-DUONG_KIET O O O B-VIA_HE I-VIA_HE I-VIA_HE, O O B-LOAI_BDS, O B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS O O O O O O O B-KINH_DOANH B-LOAI_BDS I-KINH_DOANH I-KINH_DOANH. B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS, I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG. O B-LOAI_BDS O O O B-GIA I-GIA O O O O O O I-LOAI_BDS O O O O O O O I-TIEM_NANG O O O O O O O O O O"
48,"bán khách sạn 3 sao 10 tầng mt đường trần hưng đạo view sông hàn novote và trung tâm hành chính, đối diện khu bắn pháo hoa quốc tế, sơn trà dt đất 375m2 (15 x 25), dt sàn 3.481m2 công năng khách sạn 10 tầng có 60 phòng, chuẩn 3 sao, thiết kế đẹp hiện đại, tất cả các phòng đều có cửa sổ view sông hàn, view phố, nội thất còn mới đẹp, có nhà hàng phục vụ tối đa 150 khách, phòng hội nghị phục vụ được 200 khách. toàn hiện đang kinh doanh tốt vị trí có vị trí thuận lợi ngay chân cầu sông hàn, ra biển chỉ 5 phút, dễ dàng kết nối các địa điểm du lịch, view cầu sông hàn novotel và view trực diện pháo hoa, đối diện điểm bắn pháo hoa quốc tế, kinh doanh lưu trú tốt. pháp lý đầy đủ, đã hoàn công, đầy đủ giấy phép. giá bán đến công chứng 95 tỷ có tl liên hệ zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵngpkd1 12 vũ văn dũng, sơn tràpkd2 trục shophouse fpt, ngũ hành sơn","B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS O O B-SO_TANG I-SO_TANG B-VI_TRI O O O O B-VIEW I-VIEW I-VIEW I-VIEW O B-DIA_DIEM I-DIA_DIEM I-VIEWh O O O O O O O O O O O O O O O O O O O O O O I-LOAI_BDS I-LOAI_BDS B-SO_TANG I-SO_TANG O O B-TIEN_ICH_KHAC, O O O O O I-NOI_THAT O O O O O B-TIEN_ICH_KHAC O O O O B-VIEW I-VIEW I-VIEW, B-VIEW I-VIEW, B-NOI_THAT I-NOI_THAT I-NOI_THAT I-NOI_THAT I-NOI_THAT, O B-DICH_VU I-DICH_VU O O O O O I-LOAI_BDS, B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC I-TIEN_ICH_KHAC O O O O I-LOAI_BDS. O O B-TINH_TRANG_KD I-TINH_TRANG_KD I-TINH_TRANG_KD I-TIEM_NANG O O O O O O O O O B-DICH_VU I-VIEW I-VIEW, O B-DICH_VU O B-CHIEU_RONG O O O O O O O O O O B-VIEW B-DICH_VU I-VIEW I-VIEW I-VIEWl O B-VIEW O O O O O O O O O O O O I-TINH_TRANG_KD I-TINH_TRANG_KD I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG. B-PHAP_LY I-PHAP_LY I-PHAP_LY I-PHAP_LY, O O O I-PHAP_LY I-PHAP_LY O O O B-LOAI_BDS O O O O I-GIA O O O O O O O B-DICH_VU O O O O O O O O O O O O O O O I-VIEWh O"
49,"bán đất đẹp 2mt biển mỹ khê, mt đường hoàng sa, đoạn từ lê văn thứ đến nguyễn phan vinh, sơn trà diện tích đất đẹp 110m2 (5 x 21.85m). đất ở tại đô thị, sổ đỏ lâu dài hướng đông lệch nam vị trí mặt tiền là đường lớn hoàng sa ven biển hướng lên bán đảo sơn trà, vỉa hè rộng 9m, phía sau là đường bê tông 5m. gần phố gần chùa linh ứng được xây cao tầng, phù hợp xây khách sạn, nhag hàng, đầu tư... giá bán 190tr/m2 lh zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng vpkd1 12 vũ văn dũng, sơn trà vpkd2 31 loseby, sơn trà","B-LOAI_BDS I-LOAI_BDS O B-VI_TRI B-DICH_VU O O B-VI_TRI B-DUONG_KIET O O O O O O O O O O O O O O O I-LOAI_BDS O B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI. I-LOAI_BDS O O O O B-PHAP_LY I-PHAP_LY O O B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-HUONG_NHA O O B-VI_TRI I-VI_TRI O B-DUONG_KIET O O O O B-DICH_VU B-HUONG_NHA O B-LOAI_BDS O O O B-VIA_HE I-VIA_HE I-VIA_HE I-VIA_HE, O O O B-DUONG_KIET I-DUONG_KIET I-DUONG_KIET I-DUONG_KIET. O O O B-DICH_VU O O O I-TIEM_NANG O O B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG... O B-LOAI_BDS B-GIA O O O O O I-LOAI_BDS O O O O O O O O O O O O O O O O"
50,"bán khách sạn 6 tầng đường 6m nguyễn văn thoại, vị trí sát biển mỹ khê, phường phước mỹ, sơn trà, đà nẵng. diện tích 78m2 (5 x 15.8). hướng đông khách sạn 6 tầng, 13 phòng khách sạn, có thang máy, mới xây, thiết kế đẹp, hợp lý, full nội thất mới, đầy đủ giấy tờ pháp lý, chỉ cần vào vận hành, kinh doanh ngay. phù hợp kinh doanh dòng khách nước ngoài. vị trí đường rộng 6 m thông nguyễn văn thoại và lâm hoành, cách biển mỹ khê tầm 300m, đoạn đường đẹp nhiều khách sạn, tòa căn hộ. giá bán đến công chứng 13,5 tỷ có thương lượng.liên hệ zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd2 31 loseby, sơn trà","B-LOAI_BDS B-DICH_VU I-DICH_VU B-SO_TANG I-SO_TANG B-DUONG_KIET B-SO_TANGI-DUONG_KIET O O O O O O B-DICH_VU I-DUONG_KIETỹ O O O I-DUONG_KIETỹ, O O O O O O B-DIEN_TICH B-CHIEU_RONG O O B-HUONG_NHA I-HUONG_NHA B-DICH_VU I-DICH_VU B-SO_TANG I-SO_TANG, O B-TIEN_ICH_KHAC B-DICH_VU I-DICH_VU, B-NOI_THAT I-NOI_THAT I-NOI_THAT, I-DUONG_KIETới O O O O I-TIEM_NANG I-PHAP_LY, B-NOI_THAT I-NOI_THAT I-NOI_THAT I-DUONG_KIETới, B-PHAP_LY I-PHAP_LY I-PHAP_LY I-PHAP_LY I-PHAP_LY I-PHAP_LY, O O O O O I-TIEM_NANG I-TIEM_NANG O B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-DICH_VU I-TIEM_NANG I-TIEM_NANG. O O B-DUONG_KIET I-DUONG_KIET B-SO_TANG I-DUONG_KIET O O O O O O O O B-DICH_VU I-DUONG_KIETỹ O O O O B-DUONG_KIET O O B-DICH_VU I-DICH_VU, B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS. O B-LOAI_BDS O O O B-GIA I-GIA B-NOI_THAT O O O O O O O O O O O O O O O O O O O O O O O O"
51,"bán gấp lô góc 2 mặt tiền 164m2 đường phan văn hớn và nguyễn đăng tuyển đầu tuyến sơn trà đường 7m5. diện tích 164m2, ngang 9m, dài 18m vuông vức đẹp. hướng tây bắc đông bắc, đường 7m5, vỉa hè 4m5. khí hậu trong lành mát mẻ, nằm cách biển sơn trà 200m. đất phù hợp xây khách sạn, mở nhà hàng, xây biệt thự nghỉ dưỡng. giá trị phát triển cao về đầu tư bất động sản. gần trục đường lớn lý tử tấn, lê văn lương, nguyễn đăng giai, lê đức thọ..., đối diện chung cư, chỗ để xe thoải mái,.... giá 10 tỷ tl lh zalo/call","O O O O B-VI_TRI I-VI_TRI I-VI_TRI B-DIEN_TICH B-DUONG_KIET O O O O O O O O O O O B-DUONG_KIET I-DUONG_KIET. O O B-DIEN_TICH, B-CHIEU_RONG I-CHIEU_RONG, B-CHIEU_DAI I-CHIEU_DAI O O O B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-HUONG_NHA, B-DUONG_KIET I-DUONG_KIET, B-VIA_HE I-VIA_HE I-VIA_HE. O O O O O O O O B-DICH_VU O O B-DIEN_TICH. O B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-DICH_VU I-DICH_VU, I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG. O O O O O O O O O O O O O B-DUONG_KIET O O O O O O O O O O O O O O O O O B-KV_DE_XE I-KV_DE_XE I-KV_DE_XE I-KV_DE_XE I-KV_DE_XE,.... O B-GIA I-GIA O O O"
52,"bán đất giá đầu tư đường mỹ đa đông 10, gần biển mỹ khê, ngũ hành sơn, đà nẵng, cách biển 100 m. diện tích đất 218m2 (ngang 8.5m nở hậu) hướng đông bắc đường rộng 5m5, thông đường võ nguyên giáp phan tứ vị trí đẹp, gần biển mỹ khê, gần phố tây an thượng, khu vực phù hợp mua xây dựng khách sạn, căn hộ, đầu tư lâu dài,... giá bán đến công chứng 13 tỷ. liên hệ zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd2 31 loseby, sơn trà.","B-LOAI_BDS I-LOAI_BDS O I-TIEM_NANG I-TIEM_NANG B-DUONG_KIET O O I-HUONG_NHA O O B-DICH_VU O O O O O O O O B-DICH_VU O O O O I-LOAI_BDS B-DIEN_TICH B-CHIEU_RONG I-CHIEU_RONG B-HINH_DANG_NHA I-HINH_DANG_NHA B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA B-DUONG_KIET I-DUONG_KIET I-DUONG_KIET, O B-DUONG_KIET O O O O O O O O O B-DICH_VU O O O O O O O O O B-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG B-DICH_VU I-DICH_VU, I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG I-TIEM_NANG,... O B-LOAI_BDS O O O B-GIA I-GIA. O O O O O O I-LOAI_BDS O O O O O O O O O O O O O O O O"
53,"bán lô góc vị trí siêu đẹp khu đầm sen block b2.135 khu nam hòa xuân, hòa quý, ngũ hành sơn. diện tích 281,3 m2, ( 14 x 20) hướng tây bắc tây nam. đường 7m5. vỉa hè 3m5 vị trí gần ngay các tuyến đường lớn nguyễn phước lan, minh mạng, gần công viên đầm sen...., trục thông ra sông. giá bán đến công chứng 12,5 tỷ, giá có tl. liên hệ call/zalo.bđs newlands chuyên nhà đất thổ cư đà nẵng pkd1 12 vũ văn dũng, sơn trà pkd2 31 loseby, sơn trà. pkd3 trục shophouse fpt, ngũ hành sơn.","O O O O O O O O O O O O O I-HUONG_NHA O O O O O O O O O B-DIEN_TICH I-DIEN_TICH, O B-CHIEU_RONG O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-HUONG_NHA I-HUONG_NHA. B-DUONG_KIET O B-VIA_HE I-VIA_HE O O O O O O O B-DUONG_KIET O O O O O O O B-DICH_VU I-DICH_VU O O O O O B-DICH_VU. O O O B-DICH_VU O O I-GIA, O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O"
54,"bán tòa căn hộ 7 tầng mới đẹp đường 7m5 hoàng bích sơn, phước mỹ cách biển 400m dt đất 76m2 (5 x 15,2) hướng đông view biển tòa 7 tầng mới xây, gồm 11 căn hộ studio cho thuê, sạch sẽ đầy đủ nội thất hiện đại, tòa đang vận hành khai thác khu vực gần biển phạm văn đồng, chỉ 5 phút đi bộ ra biển, khu phố du lịch, nhiều tòa căn hộ, khách sạn, gần phạm văn đồng giá bán đến công chứng 12,5 tỷ có thương lượng lh zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵng vpkd1 12 vũ văn dũng, sơn trà vpkd2 31 loseby, sơn trà","O B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS B-SO_TANG I-SO_TANG O O B-DUONG_KIET I-DUONG_KIET O O O O O O B-DICH_VU O O O B-SO_TANG6m2 O O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA B-VIEW B-DICH_VU B-LOAI_BDS B-SO_TANG I-SO_TANG O O O B-TIEN_ICH_KHAC I-LOAI_BDS I-LOAI_BDS I-TIEN_ICH_KHAC O O O O B-NOI_THAT I-NOI_THAT I-NOI_THAT I-NOI_THAT O O B-LOAI_BDS O O O O O O O O B-DICH_VU O O O O B-CHIEU_RONG O O O O B-DICH_VU, O O O O O B-LOAI_BDS I-LOAI_BDS I-LOAI_BDS, B-DICH_VU I-DICH_VU, O O O O O O O O O B-GIA I-GIA O O O O O O O O O O O O O O O O O O O O O O O O O"
55,"giảm 3 tỷ bán khách sạn 6 tầng 1 hầm 2 mt đường trần hưng đạo view sông hàn đẹp, an hải tây, sơn trà diện tích 124m2 (5 x 25) hướng tây tòa 6 tầng 1 tầng hầm, gồm 15 phòng khách sạn, 1 nhà hàng, 1 quán bar, và 1 spa. vị trí 2mặt tiền trần hưng đạo đường đi bộ 5m bên hông, view sông hàn tuyệt đẹp, gần cầu sông hàn, cầu tình yêu tòa đã hoàn công, giấy tờ pháp lý đầy đủ giá bán 36 tỷ có thương lượng lh zalo/callbđs newlands chuyên nhà đất thổ cư đà nẵngvpkd1 12 vũ văn dũng, sơn tràvpkd2 31 loseby, sơn trà","O O I-GIA B-LOAI_BDS I-TIEN_ICH_KHAC I-TIEN_ICH_KHAC B-SO_TANG B-TIEN_ICH_KHAC O I-TIEN_ICH_KHAC O B-VI_TRI B-DUONG_KIET O O O B-VIEW I-VIEW I-VIEW I-VIEW, O O I-HUONG_NHA, O O O O B-DIEN_TICH B-CHIEU_RONG O B-CHIEU_DAI B-HUONG_NHA I-HUONG_NHA O B-SO_TANG B-TIEN_ICH_KHAC O B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC, O B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC I-TIEN_ICH_KHAC I-TIEN_ICH_KHAC, O B-DICH_VU I-DICH_VU, O B-TIEN_ICH_KHAC I-TIEN_ICH_KHAC, O O B-TIEN_ICH_KHAC. O O B-VI_TRI I-VI_TRI O O O B-DUONG_KIET I-DUONG_KIET I-DUONG_KIET I-DUONG_KIET O O B-VIEW I-VIEW I-VIEW I-VIEW I-VIEW, O B-DICH_VU I-VIEW I-VIEW, B-DICH_VU O O O O O O O O B-PHAP_LY I-PHAP_LY I-PHAP_LY I-PHAP_LY O B-LOAI_BDS B-GIA I-GIA O O O O O O O B-DICH_VU O O O O O O O O O O O O O O O"
